Name,cF17,cF3,cF29,cF36,cF8,cF41,cF38,cF19,cF31,cF14,cF27,cF4,cF22,cF40,cF9,cF33,cF16,cF2,cF26,cF11,cF20,cF5,cF30,cF15,cF39,cF7,cF13,cF34,cF18,cF10,cF28,cF21,cF44,cF12,cF35,cF24,cF6
Feature 04108,3716.799251,3394437.18,799371.695,3998152.596,121074.6942,327265.645,293648.3817,5193.636132,123738.2827,9176431.715,0,1868753.964,3573776.249,4268745.163,0,541973.9959,967471.6539,5362077.168,157771.666,156511.7736,36613.30116,0,14570.23265,3008.230915,180619.1505,996776.9018,33.36774223,586.9992958,8719710.314,1878692.391,76941.12567,699064.0416,7846040.368,15183.69075,2586017.425,128867.4421,1082.406632
Feature 04109,2437760.343,6255529.993,19978702.43,197694046.1,3360637.9,137781631.4,92978391.95,1515042.257,192511770.3,25606886.97,65650572.52,15134287.5,4475685317,1976437663,17820844.17,450129269.6,30663645.66,3431079502,339459082.7,677711604.9,125306791.9,92347423.12,631815.2676,9705687.871,81308420.75,599573638.3,35073010.54,59591112.43,1473359733,50710026.47,88652385.55,10051569721,14606920406,4399042.234,404303710.8,24855225.5,1839048719
Feature 04112,1231131.032,17577347.02,4556910.279,19359858.32,940679.2116,14035759.28,23605166.39,868155.3201,17778611.21,9083020.279,7221793.815,9997429.227,98420716.78,134430197.7,1141596.482,7762420.103,5581117.502,61990909.14,6148052.407,13838259.86,29212926.75,2953891.656,1691466.694,335196.665,9348015.233,23465299.68,3160458.382,12570528.84,43718171.71,38128438.05,3822153.672,194295911.8,152584033.5,1837699.013,46511011.61,17074754.77,138924274.1
Feature 04120,312532.3676,7476288.731,7936012.214,16944618.46,395603.4466,7122869.051,7457100.795,9726448.391,10637744.35,4209727.967,3124266.931,20067158.67,253442890.9,124088444.2,22046006.98,12828924.79,1858117.004,59838357.71,3253446.687,6446724.229,6262872.197,979848.5166,4885931,253860.3202,4683325.236,643352552.5,668909.5547,1816915.297,113363341.6,16147896.24,3146562.297,232512695.9,82768910.74,19234833.29,60727766.68,2979182.9,141827916.7
Feature 04121,2188.074014,2629491.276,33267.68252,209312.7319,206225.3056,2569270.543,17877016.8,74235.84936,2100873.451,2421687.3,1802480.873,34308.5087,13767173.23,19438345.58,4049.257722,3900473.691,741116.0848,901588.7244,8776.870414,362453.2995,42627.43172,41036.40055,3751.48991,7297.569332,884292.5865,2978839.841,36442.5397,0,8187997.884,3547460.984,119184.3286,28032156.42,71244073.05,295779.984,10370005.16,1006332.945,81027252.28
Feature 04124,315599.8674,7602323.876,7244471.818,17778196.18,384559.8448,6469065.681,7889629.117,9793543.337,11032602.55,4068297.478,3175094.557,18713585.81,268852782.7,131652599.3,21687363.81,13618610.4,2155550.462,57739207.21,3435304.396,7407348.874,4288334.162,994604.7876,5645160.436,285872.3365,5799163.286,647404635.8,927094.7134,2930584.897,120528139.2,19064217.8,4191124.148,191094482.5,78433164.88,19187411.88,71582006.88,2625543.539,142935198.1
Feature 04125,141209.5446,4190990.052,821947.0059,5334521.803,371899.7997,4154625.457,52067.02426,0,2267660.83,986745.6692,30694075.9,11137152.15,48120310.92,9772198.893,998959.643,49131276.9,194316.2392,113328018.7,7638382.877,40052846.11,8417139.677,3156509.403,341558.9425,585964.3373,1479239.446,9635469.597,2424586.176,3126536.658,13998339.83,11232076.1,13094359.63,1329821.831,117149046.6,95327.67728,4169296.749,499710.5676,70278910.59
Feature 04126,546488.7756,20536063.61,4793533.409,52937666.5,597064.6193,28675657.07,23046263.68,1022999.106,14350670.7,7886590.705,3608223.383,15561532.93,8578147.832,37569167.51,558365.3253,4112251.058,908144.4675,48004782.27,5419928.764,97971.86086,5865307.008,625433.9187,213198.3089,239684.4236,1691883.561,4573578.795,1258635.962,570113.9416,14382142.52,7873357.333,1706542.901,65451175.02,45553800.19,1552646.997,23222331.12,3911858.904,496662699
Feature 04127,365531.1463,7615664.952,7362214.35,19587038.88,390888.0767,5943537.239,9146401.659,10190950.68,11136565.47,3687046.348,3431094.99,19255055.42,253773745.3,138518045.6,20887600.36,12807839.22,2492654.519,54823611.25,3526465.581,7880129.632,4725320.979,1115630.613,6226596.148,304269.3413,6581125.276,629975484.2,1076739.581,3682515.665,117510152.1,22314776.58,4957641.602,234623387.4,68022383.01,18819012.73,72061851.51,2431783.689,105034816
Feature 04128,31125.41509,8304060.64,713954.1991,1561035.629,44958.70975,0,156075.4335,8775.604156,4428088.9,859647.0052,763716.0721,0,86688668.11,16169178.6,174978.6976,0,141490.6465,0,23064839.41,42099705.02,71820222.91,12458454.17,6119010.656,1716815.172,11722397.23,6136247.538,252611.17,2520923.759,13468801.56,11309742.2,1103330.881,27655702.82,308573646.7,244110.6253,200190.6952,3150145.649,189909418.6
Feature 04130,223956.0442,11490429.53,4420477.108,27523113.02,2120961.985,37287451.12,85122583.32,2892086.814,39454723.91,14724548.49,10660388.34,12204309.02,144315119.2,132638682.7,1118703.016,12093931.45,5319178.39,43403079.29,4742699.811,9707968.231,11961225.11,2795054.824,1246483.674,483403.9284,1634836.339,54481689.2,1866670.899,4064565.402,55904794.53,53697944.3,5203052.956,317697328.7,254857426.8,3626896.103,92519857.88,5301285.85,175625365.8
Feature 04131,1274208.741,43901202.46,7823358.881,54589208.93,2277201.405,40963260,26754551.59,638966.2507,22023191.65,5122464.33,8268666.124,36136691.43,599998442.7,290256328.6,22656544.84,89564662.71,17809194.26,857891601.4,29548884.25,46644664.91,27060640.55,6962973.555,1395939.574,1700832.405,9343796.976,93224673.8,4564726.699,22985667.61,73963042.39,34808147.28,10273017.35,368809475.3,131181322.6,5594729.155,71167787.42,16447846.54,755101002.9
Feature 04135,3526885.438,58320396.21,23677765.2,40320846.99,2061683.864,38417523.43,60193223.75,3260409.266,55213937.81,66697480.11,22063429.15,189648234.2,815657170.7,647336089.7,744121.5833,130292053.9,42203391.13,192056762.8,14026356.6,159312212.1,65790886.85,25746124.84,4828493.135,2762663.724,49648405.01,190215404.4,24878459.98,20664735.54,331783664.5,232883225.9,53275236.46,503990961.2,234818565.9,7442210.378,219420916.9,18170022.02,801350159.7
Feature 04136,382219.0813,10712896.19,2978444.312,13819404.64,247317.9706,16315506.74,298168.4317,222380.2662,3793841.87,1632884.305,1169166.105,5576918.559,488711513.5,185602050.2,10299379.68,68057953.98,14823314.92,656659674.6,3636026.752,4745070.337,2257176.78,344663.4889,313153.3612,755206.2409,1096414.635,54946735.68,4121339.314,4259425.569,101706919.6,20934580.77,3006721.273,192814322.4,90690169.34,1526521.1,45456343.02,11551302.66,48588266.38
Feature 04137,1084991.971,56929825.78,9275177.565,30692988.44,1821445.923,33543000.01,21291706.62,77931.66203,15798532.68,29168498.42,5735046.57,8006416.828,329630606.9,695068591.6,223312721.7,548389927.4,55096895.72,6154268250,35013157.92,69679790.33,35618896.62,8464643.995,2907807.137,87717.18178,3849396.629,290348669.8,4070465.156,12611189.17,263769033.7,50651955.04,13998638.84,1324404442,270052038.5,2136609.537,43745047.9,12557538.26,696523766
Feature 04138,1201749.785,17217663.67,2032267.18,17770908.58,1758895.918,18881714.7,21639065.24,291651.7241,16569399.76,8242184.156,4658516.179,42647373.07,194363966.5,292999595.7,155016022.5,411707492.8,35304888.85,4403208904,33709741.89,33858635.48,13133210.31,5142002.474,74445.96584,689474.6543,4636265.126,127087442.7,2610540.007,10284903.02,81526797.6,35314482.63,8028666.026,1007393043,281745473.5,534341.373,19565655.2,6579519.34,27754916.04
Feature 04139,1701529.186,55481015.88,13482304.14,42943453.98,4960121.752,51351786.96,48587260.44,668062.7621,28812853.35,10883008.93,6674892.535,78920455.12,510358484.4,489931035.2,56205369.7,215765334.5,26402356.43,1740177395,73983403.38,81647112.37,34444242.15,13737076.43,2449576.804,3724356.1,13522517.49,380029662.1,9416543.352,32645378.39,219844888.9,156076642.8,22678445.16,660331103.3,362413229.6,1759341.772,84327668.07,12438570.66,924407263.6
Feature 04144,3724833.642,93378397.48,19525407.62,183715698.4,7681102.819,138783891.1,98631964.73,2045195.862,59042374.54,57967346.55,18128817.37,161224148.3,1115401794,1424347281,280369184.9,911398950.5,98849249.77,8257720652,134929525.8,164414773.5,54592151.07,18060866.74,6720742.85,9704585.773,21311046.88,184200294.3,23934869.54,46601969.28,336081470.9,155743892.3,44746953.46,2282202237,752710369.8,8236444.527,305491171.2,47556971.8,1983189820
Feature 04145,495735.9985,12367207.98,3392708.971,14298432.47,372408.0439,12151874.33,31192024.54,183088.4214,5372971.016,5713001.188,1776141.294,4386039.308,48392200.73,64447232.62,2433.268491,4758746.744,1759934.902,1352564.73,941363.3645,7202612.988,10519407.8,1597083.178,67782.47206,212664.462,5892432.864,6018621.616,1846160.591,3541497.98,23315842.57,22164711.29,2009372.226,48124290.83,27602903.58,470863.5082,28418845.34,4958206.817,205573426.9
Feature 04148,554626.4779,1560684.803,6715945.933,45119912.17,1235166.75,7398851.332,9060260.897,368453.2411,19321524.79,10669260.73,5768513.204,1138045.718,138420273.8,153439825.2,55207595.66,191556478.5,18372126.35,1543153214,1010154.837,16748779.86,12914494.09,4489193.93,2538845.309,1747977.708,3153123.759,35101908.09,2536583.504,15059726.47,38986751.32,36899606.36,7670707.711,440788758.1,116849723.3,9488480.352,11338023.99,7798930.621,43472873.28
Feature 04149,23223.64622,5193155.906,5192597.815,6206429.531,430068.4263,1458351.704,31842628.82,364749.4481,42288812.63,9169254.19,16749131.59,380670.0027,35710482.11,128780743.6,932111995.2,2239157575,177736497,25045342180,5614715.31,45618256.03,9531910.103,2435056.499,274659.7408,26768.06624,4387937.334,129827868.6,1395582.668,6213850.737,20664816.27,10060107.54,7732036.131,1679502091,849186634.3,442665.1573,2842757.21,4476850.54,39753359.9
Feature 04150,237144.7477,6126415.842,10499735.85,8095289.514,281184.5708,2257705.666,5150626.344,113980.8703,3813221.794,1370504.729,1729972.577,3278303.71,15636985.01,133267256.9,55512702,107970600.9,7332068.11,1227223160,3205757.793,18633866.22,5545216.876,906415.866,610031.1839,3453331.614,3858624.071,18629182.11,1368062.639,1212157.97,10818818.03,4404567.476,2710000.42,276394747.3,40235920.21,22611053.27,122834269.1,1614732.937,524028417.1
Feature 04151,664798.5736,19159931.44,23349688.1,132835298.4,1641778.914,10475890.82,4992150.143,1435989.307,3708666.955,39276947.43,1357694.563,1134042.945,23998921.13,21229956.56,328738.3317,5662168.916,1113379.298,1076292.904,1725798.466,2575861.605,3399603.743,634937.3837,218816.0997,172958.8354,1116383.552,9482596.23,185597.6667,1072763.315,6283514.418,4771470.668,1098049.26,32472284.89,20268101.61,881989.5137,52346548.67,2198182.678,88481665.99
Feature 04152,178760.1843,5125434.461,1718563.254,21368612.97,988904.0907,4739565.367,14007034.29,210164.7769,53039158.75,5491866.877,19664353.23,68140058.5,392606026.4,1066018720,1245562900,3141757470,248826779.6,34787079831,25674638.75,81351398.55,19399921.54,4785047.43,2169283.948,375229.5,3741173.288,386090178.4,3937277.184,7218914.818,203735808.1,76764828.1,16100375.31,7205651212,516678087.8,1492470.108,26578217.78,6318582.386,109495977.2
